Kanji,Onyomi,Kunyomi,English,JLPT Level,Category,kanji_to_english,english_to_kanji,kanji_to_pronunciation,pronunciation_to_kanji,english_to_pronunciation,pronunciation_to_english
,,ベンチ,bench,N3,Vocabulary,,,,,not studied,not studied
弁当,,べんとう,box lunch,N3,Vocabulary,,,,,not studied,not studied
方,,ほう,side,N3,Vocabulary,,,,,not studied,not studied
法,,ほう,Act (law: the X Act),N3,Vocabulary,,,,,not studied,not studied
棒,,ぼう,"pole,rod,stick",N3,Vocabulary,,,,,not studied,not studied
冒険,,ぼうけん,"risk,venture,adventure",N3,Vocabulary,,,,,not studied,not studied
方向,,ほうこう,"direction,course,way",N3,Vocabulary,,,,,not studied,not studied
報告,,ほうこく,"report,information",N3,Vocabulary,,,,,not studied,not studied
宝石,,ほうせき,"gem,jewel",N3,Vocabulary,,,,,not studied,not studied
放送,,ほうそう,"broadcast,broadcasting",N3,Vocabulary,,,,,not studied,not studied
豊富,,ほうふ,"abundance,wealth,plenty,bounty",N3,Vocabulary,,,,,not studied,not studied
方法,,ほうほう,"method,manner,way,means,technique",N3,Vocabulary,,,,,not studied,not studied
方々,,ほうぼう,"persons,this and that,here and there,everywhere",N3,Vocabulary,,,,,not studied,not studied
訪問,,ほうもん,"call,visit",N3,Vocabulary,,,,,not studied,not studied
吠える,,ほえる,"to bark,to bay,to howl,to bellow,to roar,to cry",N3,Vocabulary,,,,,not studied,not studied
,,ボーイ,boy,N3,Vocabulary,,,,,not studied,not studied
,,ボート,rowing boat,N3,Vocabulary,,,,,not studied,not studied
,,ホーム,"(1) platform,(2) home",N3,Vocabulary,,,,,not studied,not studied
,,ボール,"ball,bowl",N3,Vocabulary,,,,,not studied,not studied
他,,ほか,other (esp. places and things),N3,Vocabulary,,,,,not studied,not studied
外,,ほか,"other place,the rest",N3,Vocabulary,,,,,not studied,not studied
誇り,,ほこり,pride,N3,Vocabulary,,,,,not studied,not studied
埃,,ほこり,dust,N3,Vocabulary,,,,,not studied,not studied
保証,,ほしょう,"guarantee,security,assurance,pledge,warranty",N3,Vocabulary,,,,,not studied,not studied
保存,,ほぞん,"preservation,conservation,storage,maintenance",N3,Vocabulary,,,,,not studied,not studied
程,,ほど,"degree,extent,bounds,limit",N3,Vocabulary,,,,,not studied,not studied
歩道,,ほどう,"footpath,walkway,sidewalk",N3,Vocabulary,,,,,not studied,not studied
仏,,ほとけ,"Buddha,merciful person,Buddhist image,the dead",N3,Vocabulary,,,,,not studied,not studied
骨,,ほね,bone,N3,Vocabulary,,,,,not studied,not studied
炎,,ほのお,flame,N3,Vocabulary,,,,,not studied,not studied
頬,,ほほ,cheek (of face),N3,Vocabulary,,,,,not studied,not studied
頬,,ほお,cheek (of face),N3,Vocabulary,,,,,not studied,not studied
,,ほぼ,"almost,roughly,approximately",N3,Vocabulary,,,,,not studied,not studied
微笑む,,ほほえむ,to smile,N3,Vocabulary,,,,,not studied,not studied
褒める,,ほめる,"to praise,to admire,to speak well",N3,Vocabulary,,,,,not studied,not studied
濠,,ほり,moat,N3,Vocabulary,,,,,not studied,not studied
本当,,ほんと,"truth,reality",N3,Vocabulary,,,,,not studied,not studied
本当,,ほんとう,"truth,reality",N3,Vocabulary,,,,,not studied,not studied
本人,,ほんにん,the person himself,N3,Vocabulary,,,,,not studied,not studied
本物,,ほんもの,genuine article,N3,Vocabulary,,,,,not studied,not studied
,,ぼんやり,"absent-minded,block-head,dim,faint,vague",N3,Vocabulary,,,,,not studied,not studied
間,,ま,"space,room,time,pause",N3,Vocabulary,,,,,not studied,not studied
,,まあ,(female) you might say,N3,Vocabulary,,,,,not studied,not studied
,,マーケット,market,N3,Vocabulary,,,,,not studied,not studied
,,マイク,mike,N3,Vocabulary,,,,,not studied,not studied
迷子,,まいご,lost (stray) child,N3,Vocabulary,,,,,not studied,not studied
任せる,,まかせる,"to entrust to another,to leave to",N3,Vocabulary,,,,,not studied,not studied
幕,,まく,"curtain,bunting,act (in play)",N3,Vocabulary,,,,,not studied,not studied
負け,,まけ,"defeat,loss,losing (a game)",N3,Vocabulary,,,,,not studied,not studied
孫,,まご,grandchild,N3,Vocabulary,,,,,not studied,not studied
,,まさか,by no means,N3,Vocabulary,,,,,not studied,not studied
,,まさに,"correctly,surely",N3,Vocabulary,,,,,not studied,not studied
真面目,,まじめ,"diligent,serious,honest",N3,Vocabulary,,,,,not studied,not studied
増す,,ます,"to increase,to grow",N3,Vocabulary,,,,,not studied,not studied
先ず,,まず,"first (of all),to start with,about,almost,hardly (with neg. verb)",N3,Vocabulary,,,,,not studied,not studied
貧しい,,まずしい,"poor,needy",N3,Vocabulary,,,,,not studied,not studied
,,マスター,"proprietor,manager,barowner,master (e.g. arts, science)",N3,Vocabulary,,,,,not studied,not studied
,,ますます,"increasingly,more and more",N3,Vocabulary,,,,,not studied,not studied
又,,また,"again,and",N3,Vocabulary,,,,,not studied,not studied
未だ,,まだ,"yet,still,more,besides",N3,Vocabulary,,,,,not studied,not studied
街,,まち,"(1) town,(2) street,road",N3,Vocabulary,,,,,not studied,not studied
間違い,,まちがい,mistake,N3,Vocabulary,,,,,not studied,not studied
松,,まつ,"(1) pine tree,(2) highest (of a three-tier ranking system)",N3,Vocabulary,,,,,not studied,not studied
真っ赤,,まっか,"deep red,flushed (of face)",N3,Vocabulary,,,,,not studied,not studied
真っ直ぐ,,まっすぐ,"straight (ahead),direct,upright",N3,Vocabulary,,,,,not studied,not studied
全く,,まったく,"really,truly,entirely,completely",N3,Vocabulary,,,,,not studied,not studied
祭,,まつり,"festival,feast",N3,Vocabulary,,,,,not studied,not studied
学ぶ,,まなぶ,"to study (in depth),to learn,to take lessons in",N3,Vocabulary,,,,,not studied,not studied
真似,,まね,"mimicry,imitation,behavior,pretense",N3,Vocabulary,,,,,not studied,not studied
招く,,まねく,to invite,N3,Vocabulary,,,,,not studied,not studied
,,ママ,Mama,N3,Vocabulary,,,,,not studied,not studied
豆,,まめ,"beans,peas",N3,Vocabulary,,,,,not studied,not studied
守る,,まもる,"to protect,to obey,to guard,to abide (by the rules)",N3,Vocabulary,,,,,not studied,not studied
丸,,まる,"circle,full (month),perfection,purity,suffix for ship names",N3,Vocabulary,,,,,not studied,not studied
円,,まる,"circle,money",N3,Vocabulary,,,,,not studied,not studied
丸い,,まるい,"round,circular,spherical",N3,Vocabulary,,,,,not studied,not studied
,,まるで,"quite,entirely,completely",N3,Vocabulary,,,,,not studied,not studied
回す,,まわす,"to turn,to revolve",N3,Vocabulary,,,,,not studied,not studied
回り,,まわり,"circumference,surroundings,circulation",N3,Vocabulary,,,,,not studied,not studied
万一,,まんいち,"by some chance,by some possibility,if by any chance,10E4:1 odds",N3,Vocabulary,,,,,not studied,not studied
満足,,まんぞく,satisfaction,N3,Vocabulary,,,,,not studied,not studied
身,,み,"body,main part,oneself,sword",N3,Vocabulary,,,,,not studied,not studied
実,,み,"fruit,nut,seed,content,good result",N3,Vocabulary,,,,,not studied,not studied
見送り,,みおくり,"seeing one off,farewell,escort",N3,Vocabulary,,,,,not studied,not studied
味方,,みかた,"friend,ally,supporter",N3,Vocabulary,,,,,not studied,not studied
見事,,みごと,"splendid,magnificent,beautiful,admirable",N3,Vocabulary,,,,,not studied,not studied
,,ミス,"miss (mistake, error, failure),Miss",N3,Vocabulary,,,,,not studied,not studied
満ちる,,みちる,"to be full,to rise (tide),to mature,to expire",N3,Vocabulary,,,,,not studied,not studied
密,,みつ,,N3,Vocabulary,,,,,not studied,not studied
認める,,みとめる,"to recognize,to appreciate,to approve,to admit,to notice",N3,Vocabulary,,,,,not studied,not studied
皆,,みんな,"all,everyone,everybody",N3,Vocabulary,,,,,not studied,not studied
見舞い,,みまい,"enquiry,expression of sympathy,expression of concern",N3,Vocabulary,,,,,not studied,not studied
土産,,みやげ,"present,souvenir",N3,Vocabulary,,,,,not studied,not studied
都,,みやこ,capital,N3,Vocabulary,,,,,not studied,not studied
妙,,みょう,"strange,unusual",N3,Vocabulary,,,,,not studied,not studied
明後日,,みょうごにち,day after tomorrow,N3,Vocabulary,,,,,not studied,not studied
未来,,みらい,"future (life, tense)",N3,Vocabulary,,,,,not studied,not studied
魅力,,みりょく,"charm,fascination,glamour",N3,Vocabulary,,,,,not studied,not studied
見る,,みる,"to see,to watch",N3,Vocabulary,,,,,not studied,not studied
,,ミルク,milk,N3,Vocabulary,,,,,not studied,not studied
無,,む,"nothing,naught,nil,zero",N3,Vocabulary,,,,,not studied,not studied
向かい,,むかい,"facing,opposite,across the street,other side",N3,Vocabulary,,,,,not studied,not studied
迎え,,むかえ,"meeting,person sent to pick up an arrival",N3,Vocabulary,,,,,not studied,not studied
向く,,むく,to face,N3,Vocabulary,,,,,not studied,not studied
向ける,,むける,"to turn towards,to point",N3,Vocabulary,,,,,not studied,not studied
無視,,むし,"disregard,ignore",N3,Vocabulary,,,,,not studied,not studied
虫歯,,むしば,"cavity,tooth decay,decayed tooth,caries",N3,Vocabulary,,,,,not studied,not studied
寧ろ,,むしろ,"rather,better,instead",N3,Vocabulary,,,,,not studied,not studied
結ぶ,,むすぶ,"to tie,to bind,to link",N3,Vocabulary,,,,,not studied,not studied
無駄,,むだ,"futility,uselessness",N3,Vocabulary,,,,,not studied,not studied
夢中,,むちゅう,"daze,(in a) trance,ecstasy,delirium,engrossment",N3,Vocabulary,,,,,not studied,not studied
胸,,むね,"breast,chest",N3,Vocabulary,,,,,not studied,not studied
無料,,むりょう,"free,no charge",N3,Vocabulary,,,,,not studied,not studied
芽,,め,sprout,N3,Vocabulary,,,,,not studied,not studied
明確,,めいかく,"clear up,clarify,define",N3,Vocabulary,,,,,not studied,not studied
命じる,,めいじる,"to order,to command,to appoint",N3,Vocabulary,,,,,not studied,not studied
名人,,めいじん,"master,expert",N3,Vocabulary,,,,,not studied,not studied
命令,,めいれい,"order,command,decree,directive,(software) instruction",N3,Vocabulary,,,,,not studied,not studied
迷惑,,めいわく,"trouble,bother,annoyance",N3,Vocabulary,,,,,not studied,not studied
飯,,めし,"(sl) meals,food",N3,Vocabulary,,,,,not studied,not studied
滅多に,,めったに,"rarely (with neg. verb),seldom",N3,Vocabulary,,,,,not studied,not studied
,,メモ,memorandum,N3,Vocabulary,,,,,not studied,not studied
面,,めん,"face,mug,surface,facial features,mask,face guard,side or facet,corner,page",N3,Vocabulary,,,,,not studied,not studied
綿,,めん,"cotton,padding",N3,Vocabulary,,,,,not studied,not studied
免許,,めんきょ,"license,permit,licence,certificate",N3,Vocabulary,,,,,not studied,not studied
面倒,,めんどう,"trouble,difficulty,care,attention",N3,Vocabulary,,,,,not studied,not studied
,,メンバー,member,N3,Vocabulary,,,,,not studied,not studied
申し込む,,もうしこむ,"to apply for,to make an application",N3,Vocabulary,,,,,not studied,not studied
申し訳,,もうしわけ,"apology,excuse",N3,Vocabulary,,,,,not studied,not studied
毛布,,もうふ,blanket,N3,Vocabulary,,,,,not studied,not studied
燃える,,もえる,to burn,N3,Vocabulary,,,,,not studied,not studied
目的,,もくてき,"purpose,goal,aim,objective,intention",N3,Vocabulary,,,,,not studied,not studied
目標,,もくひょう,"mark,objective,target",N3,Vocabulary,,,,,not studied,not studied
木曜,,もくよう,Thursday,N3,Vocabulary,,,,,not studied,not studied
文字,,もじ,"letter (of alphabet),character",N3,Vocabulary,,,,,not studied,not studied
文字,,もんじ,"letter (of alphabet),character",N3,Vocabulary,,,,,not studied,not studied
,,もしも,if,N3,Vocabulary,,,,,not studied,not studied
持ち上げる,,もちあげる,"to raise,to lift up,to flatter",N3,Vocabulary,,,,,not studied,not studied
用いる,,もちいる,"to use,to make use of",N3,Vocabulary,,,,,not studied,not studied
勿論,,もちろん,"of course,certainly,naturally",N3,Vocabulary,,,,,not studied,not studied
最も,,もっとも,"most,extremely",N3,Vocabulary,,,,,not studied,not studied
尤も,,もっとも,"quite right,plausible,natural,but then,although",N3,Vocabulary,,,,,not studied,not studied
元,,もと,"(1) origin,original,(2) former",N3,Vocabulary,,,,,not studied,not studied
基,,もと,basis,N3,Vocabulary,,,,,not studied,not studied
素,,もと,prime,N3,Vocabulary,,,,,not studied,not studied
戻す,,もどす,"to restore,to put back,to return",N3,Vocabulary,,,,,not studied,not studied
基づく,,もとづく,"to be grounded on,to be based on,to be due to,to originate from",N3,Vocabulary,,,,,not studied,not studied
求める,,もとめる,"to seek,to request,to demand,to want,to wish for,to search for,to pursue (pleasure),to hunt (a job),",N3,Vocabulary,,,,,not studied,not studied
者,,もの,person,N3,Vocabulary,,,,,not studied,not studied
物音,,ものおと,sounds,N3,Vocabulary,,,,,not studied,not studied
物語,,ものがたり,"tale,story,legend",N3,Vocabulary,,,,,not studied,not studied
物事,,ものごと,"things,everything",N3,Vocabulary,,,,,not studied,not studied
模様,,もよう,"pattern,figure,design",N3,Vocabulary,,,,,not studied,not studied
貰う,,もらう,to receive,N3,Vocabulary,,,,,not studied,not studied
文句,,もんく,"phrase,complaint",N3,Vocabulary,,,,,not studied,not studied
,,やがて,"before long,soon,at length",N3,Vocabulary,,,,,not studied,not studied
役,,やく,"use,service,role,position",N3,Vocabulary,,,,,not studied,not studied
約,,やく,"approximately,about,some",N3,Vocabulary,,,,,not studied,not studied
訳,,やく,"meaning,reason,circumstances,can be deduced,situation",N3,Vocabulary,,,,,not studied,not studied
役割,,やくわり,"part,assigning (allotment of) parts,role,duties",N3,Vocabulary,,,,,not studied,not studied
家賃,,やちん,rent,N3,Vocabulary,,,,,not studied,not studied
厄介,,やっかい,"trouble,burden,care,bother",N3,Vocabulary,,,,,not studied,not studied
宿,,やど,"inn,lodging",N3,Vocabulary,,,,,not studied,not studied
雇う,,やとう,"to employ,to hire",N3,Vocabulary,,,,,not studied,not studied
屋根,,やね,roof,N3,Vocabulary,,,,,not studied,not studied
,,やはり,"also,as I thought,still,in spite of,absolutely,of course",N3,Vocabulary,,,,,not studied,not studied
破る,,やぶる,"to tear,to violate,to defeat,to smash,to destroy",N3,Vocabulary,,,,,not studied,not studied
辞める,,やめる,to retire,N3,Vocabulary,,,,,not studied,not studied
,,やや,"a little,partially,somewhat,a short time,a while",N3,Vocabulary,,,,,not studied,not studied
唯一,,ゆいいつ,"only,sole,unique",N3,Vocabulary,,,,,not studied,not studied
勇気,,ゆうき,"courage,bravery,valour,nerve,boldness",N3,Vocabulary,,,,,not studied,not studied
有効,,ゆうこう,"validity,availability,effectiveness",N3,Vocabulary,,,,,not studied,not studied
優秀,,ゆうしゅう,"superiority,excellence",N3,Vocabulary,,,,,not studied,not studied
優勝,,ゆうしょう,"overall victory,championship",N3,Vocabulary,,,,,not studied,not studied
友情,,ゆうじょう,"friendship,fellowship",N3,Vocabulary,,,,,not studied,not studied
友人,,ゆうじん,friend,N3,Vocabulary,,,,,not studied,not studied
有能,,ゆうのう,"able,capable,efficient,skill",N3,Vocabulary,,,,,not studied,not studied
郵便,,ゆうびん,"mail,postal service",N3,Vocabulary,,,,,not studied,not studied
夕べ,,ゆうべ,evening,N3,Vocabulary,,,,,not studied,not studied
,,ユーモア,humor,N3,Vocabulary,,,,,not studied,not studied
有利,,ゆうり,"advantageous,better,profitable,lucrative",N3,Vocabulary,,,,,not studied,not studied
床,,ゆか,floor,N3,Vocabulary,,,,,not studied,not studied
愉快,,ゆかい,"pleasant,happy",N3,Vocabulary,,,,,not studied,not studied
輸出,,ゆしゅつ,export,N3,Vocabulary,,,,,not studied,not studied
譲る,,ゆずる,"to turn over,to assign,to hand over",N3,Vocabulary,,,,,not studied,not studied
豊か,,ゆたか,"abundant,wealthy,plentiful,rich",N3,Vocabulary,,,,,not studied,not studied
,,ゆっくり,"slowly,at ease",N3,Vocabulary,,,,,not studied,not studied
輸入,,ゆにゅう,"importation,import,introduction",N3,Vocabulary,,,,,not studied,not studied
許す,,ゆるす,"to permit,to allow,to approve",N3,Vocabulary,,,,,not studied,not studied
夜,,よ,"evening,night",N3,Vocabulary,,,,,not studied,not studied
夜明け,,よあけ,"dawn,daybreak",N3,Vocabulary,,,,,not studied,not studied
様,,よう,"way,manner,kind",N3,Vocabulary,,,,,not studied,not studied
酔う,,よう,"to get drunk,to become intoxicated",N3,Vocabulary,,,,,not studied,not studied
容易,,ようい,"easy,simple,plain",N3,Vocabulary,,,,,not studied,not studied
陽気,,ようき,"season,weather,cheerfulness",N3,Vocabulary,,,,,not studied,not studied
要求,,ようきゅう,"request,demand,requisition",N3,Vocabulary,,,,,not studied,not studied
